Time	Fluo2	mtRCamp
497.43	21.93831	10.99491
497.44	21.40531	7.4568
497.45	20.0974	7.81896
497.46	18.62715	8.99816
497.47	17.92091	8.41866
497.48	17.30675	7.62719
497.49	23.84355	8.50681
497.5	30.45634	9.41174
497.51	27.30595	8.34575
497.52	24.25661	7.30573
497.53	22.23735	6.53028
497.54	20.90657	6.17542
497.55	23.3301	8.11404
497.56	24.95168	10.01708
497.57	23.73992	11.7944
497.58	23.86464	13.02601
497.59	27.3221	12.89677
497.6	27.47676	11.47711
497.61	21.54768	7.68051
497.62	18.54595	7.04048
497.63	19.62848	10.8045
497.64	20.61709	11.3763
497.65	21.50524	8.533
497.66	20.40782	11.24837
497.67	17.67772	18.53448
497.68	17.14114	18.17761
497.69	17.98121	13.02399
497.7	18.60155	11.12223
497.71	19.11852	10.75054
497.72	21.88825	8.82495
497.73	25.42636	6.36937
497.74	29.00347	6.98096
497.75	32.58966	8.30594
497.76	28.73874	11.37312
497.77	23.84411	14.6848
497.78	23.94356	14.49444
497.79	24.35301	14.06168
497.8	25.45156	10.11982
497.81	26.1541	6.6837
497.82	21.88914	9.59163
497.83	18.28656	12.08499
497.84	18.77095	12.02037
497.85	20.1302	12.04852
497.86	24.88007	12.43625
497.87	27.73602	11.72613
497.88	25.49032	8.05878
497.89	23.74456	6.8151
497.9	22.98513	10.35321
497.91	22.99859	12.73522
497.92	24.16177	13.39745
497.93	23.96509	12.34495
497.94	22.22034	9.34035
497.95	20.26882	10.15199
497.96	18.13634	14.30373
497.97	18.17113	13.32771
497.98	19.6574	8.91748
497.99	22.4749	7.23394
498	25.96441	6.92686
498.01	25.75018	10.83085
498.02	24.16724	16.29103
498.03	24.40968	18.30614
498.04	25.1205	19.43726
498.05	23.47954	16.71315
498.06	21.46027	13.36891
498.07	24.7124	11.85208
498.08	28.37923	10.47902
498.09	25.05435	11.88028
498.1	21.88067	13.10591
498.11	21.97786	11.16729
498.12	21.70251	9.72932
498.13	18.79459	11.82923
498.14	17.12098	13.82505
498.15	20.72319	15.37594
498.16	23.23289	16.27542
498.17	22.55463	15.27406
498.18	22.62779	13.00772
498.19	24.29139	8.06398
498.2	25.76796	6.33614
498.21	26.94767	9.71296
498.22	27.07534	11.04434
498.23	25.92819	9.89719
498.24	23.65203	8.77521
498.25	20.32432	7.67666
498.26	19.66364	8.47244
498.27	20.90746	10.62095
498.28	21.60605	10.23219
498.29	22.0098	8.47141
498.3	22.03264	11.44412
498.31	21.90339	16.30669
498.32	19.78222	14.31167
498.33	17.10021	10.38584
498.34	21.73015	12.5689
498.35	27.69179	15.86455
498.36	27.33541	11.2668
498.37	26.3661	5.90329
498.38	23.59684	8.3862
498.39	20.98144	10.84735
498.4	22.74274	8.73089
498.41	24.77034	7.19093
498.42	28.9867	10.38939
498.43	31.94581	12.36164
498.44	28.94069	8.51697
498.45	26.4701	5.58235
498.46	25.69465	5.53376
498.47	24.63805	6.59021
498.48	22.94189	10.16037
498.49	22.98376	11.71075
498.5	25.97234	9.83675
498.51	26.66146	9.87441
498.52	24.38371	12.37859
498.53	24.70251	11.49921
498.54	27.59441	7.26682
498.55	27.73396	5.85988
498.56	25.77931	6.60276
498.57	25.95318	8.001
498.58	27.3583	9.77832
498.59	24.64113	9.80445
498.6	20.15025	9.07708
498.61	21.0092	9.61056
498.62	23.51337	10.53179
498.63	21.75112	11.13061
498.64	19.1177	11.6636
498.65	20.07435	8.86732
498.66	21.44741	5.68489
498.67	23.00691	10.98508
498.68	24.51379	16.46988
498.69	23.88413	16.50193
498.7	23.35505	16.27719
498.71	23.8074	13.5471
498.72	24.28024	10.84259
498.73	24.86183	8.27379
498.74	25.62448	7.42212
498.75	27.01356	12.51113
498.76	26.4453	15.69882
498.77	21.08178	14.22858
498.78	18.56118	11.5178
498.79	21.1946	6.55804
498.8	22.01144	4.70763
498.81	20.3313	7.13116
498.82	20.79012	9.24014
498.83	23.50418	11.01747
498.84	22.88963	11.58083
498.85	19.57795	11.16054
498.86	22.16683	10.85015
498.87	28.40246	10.6077
498.88	29.08285	9.71387
498.89	27.19283	8.51864
498.9	23.86221	6.54831
498.91	20.04959	4.31864
498.92	19.21214	4.73552
498.93	19.05033	5.75343
498.94	19.41521	7.79558
498.95	19.85153	9.97666
498.96	18.86637	9.29913
498.97	17.84339	8.46785
498.98	20.41167	8.37066
498.99	22.84235	8.13959
499	23.63434	6.31419
499.01	24.22511	5.41121
499.02	23.61096	10.03185
499.03	23.28017	13.40129
499.04	24.02357	12.02771
499.05	24.29251	10.70307
499.06	23.30666	9.50785
499.07	22.67252	9.68572
499.08	22.72112	12.52903
499.09	24.47351	13.20972
499.1	28.72245	10.72157
499.11	29.57569	8.5762
499.12	26.61917	6.81542
499.13	24.00099	5.93921
499.14	21.67464	5.826
499.15	20.37995	4.28212
499.16	19.7658	1.79448
499.17	21.14885	6.47394
499.18	23.52379	14.71281
499.19	23.34988	12.65046
499.2	22.25133	6.85115
499.21	20.26175	7.26342
499.22	18.04862	9.23409
499.23	17.45663	7.37576
499.24	17.1175	4.92017
499.25	18.77799	9.84719
499.26	20.58737	15.32392
499.27	17.95427	17.01798
499.28	15.487	18.54393
499.29	15.77754	17.73591
499.3	16.10521	16.6517
499.31	16.6868	13.67915
499.32	17.41822	11.79925
499.33	18.77526	14.48127
499.34	19.78943	15.34407
499.35	19.822	10.99846
499.36	19.24109	7.95815
499.37	17.38312	7.63505
499.38	16.00415	8.0241
499.39	15.37397	9.5264
499.4	18.85975	11.55883
499.41	27.26043	14.22431
499.42	27.39793	13.20886
499.43	19.95053	8.81466
499.44	19.74861	8.60266
499.45	24.64375	11.33275
499.46	27.42977	12.82928
499.47	29.09337	13.66935
499.48	25.38484	10.18113
499.49	19.5695	4.99545
499.5	18.98412	5.28087
499.51	19.84021	7.07422
499.52	18.99442	9.95151
499.53	17.84728	13.02073
499.54	20.89913	10.30929
499.55	24.34005	7.06224
499.56	23.75646	6.50866
499.57	22.88704	6.1789
499.58	17.76599	9.36186
499.59	13.48882	12.39622
499.6	15.89581	14.25368
499.61	18.22241	15.58005
499.62	20.17705	14.44945
499.63	22.90632	12.72904
499.64	28.04392	9.17491
499.65	29.99147	7.21324
499.66	24.80527	8.81273
499.67	21.17485	8.86885
499.68	20.14144	6.34864
499.69	19.99681	4.90227
499.7	20.98215	4.8211
499.71	21.08481	6.44827
499.72	20.32539	9.74392
499.73	21.68059	11.72861
499.74	24.62109	12.73049
499.75	25.69821	13.91748
499.76	25.71424	15.20989
499.77	22.67617	13.41406
499.78	18.34659	10.31227
499.79	19.08198	9.30837
499.8	21.3437	8.93668
499.81	24.48116	7.39302
499.82	27.79284	5.61621
499.83	24.66595	6.89148
499.84	20.82128	8.507
499.85	18.90991	9.62347
499.86	17.10049	10.7155
499.87	16.30902	11.60365
499.88	15.87176	12.39976
499.89	18.74712	12.33514
499.9	21.39981	12.00063
499.91	22.90262	10.27241
499.92	24.1292	8.50721
499.93	24.41974	6.61667
499.94	24.16511	5.62239
499.95	22.59819	6.78556
499.96	21.77372	7.58911
499.97	22.27414	7.75092
499.98	22.65137	7.6725
499.99	22.86178	7.26875
500	22.69165	7.6968
500.01	22.12609	8.98921
500.02	21.82096	8.82627
500.03	21.72377	7.50128
500.04	23.81646	7.46214
500.05	27.24187	8.20554
500.06	26.68071	7.94945
500.07	24.30577	7.23862
500.08	21.57818	13.63143
500.09	18.73487	22.35521
500.1	20.70513	16.09581
500.11	23.7423	6.51541
500.12	24.02269	4.82045
500.13	23.94205	4.15822
500.14	23.60017	6.96365
500.15	23.18803	9.89251
500.16	19.18155	9.02039
500.17	15.76204	8.23472
500.18	18.99307	8.42858
500.19	21.74052	8.52998
500.2	21.6759	8.09366
500.21	21.67989	8.3367
500.22	21.93838	11.09936
500.23	21.34807	12.25858
500.24	18.55336	9.25346
500.25	17.06879	8.87982
500.26	18.08669	13.5325
500.27	20.72442	14.07278
500.28	25.70021	8.67721
500.29	25.69663	7.40149
500.3	20.18734	10.68112
500.31	20.30199	11.1837
500.32	25.19713	9.32573
500.33	25.92042	12.6286
500.34	23.9332	19.28453
500.35	22.00052	17.23614
500.36	20.09447	10.93537
500.37	20.15402	6.7912
500.38	20.91344	3.41491
500.39	20.03798	4.98147
500.4	18.76159	7.76016
500.41	19.88513	10.21595
500.42	21.3714	12.62294
500.43	20.33681	8.70578
500.44	19.12504	4.34415
500.45	18.17175	6.6377
500.46	17.26937	8.73122
500.47	17.09205	7.97231
500.48	17.1224	7.42745
500.49	18.52751	8.29957
500.5	19.57021	9.7633
500.51	19.1344	13.64054
500.52	18.58393	15.83845
500.53	17.7113	13.31824
500.54	18.15875	10.69727
500.55	21.30913	7.86999
500.56	22.1566	7.45372
500.57	19.45856	10.74937
500.58	18.8089	11.08395
500.59	20.56969	7.93408
500.6	21.07541	7.24359
500.61	20.44574	8.77794
500.62	20.6555	9.26309
500.63	21.44697	9.02115
500.64	20.22411	7.98359
500.65	17.94637	6.52937
500.66	20.29871	7.60629
500.67	24.43444	9.65812
500.68	23.49347	9.43239
500.69	21.18315	8.59232
500.7	20.30633	8.96521
500.71	19.67615	9.54679
500.72	19.61027	9.01497
500.73	19.59425	8.38479
500.74	22.09083	10.37919
500.75	24.38588	12.48296
500.76	22.10814	15.87528
500.77	20.09956	18.2636
500.78	20.14764	12.98073
500.79	20.85214	8.79664
500.8	24.51949	9.57209
500.81	28.2028	9.79298
500.82	31.93477	8.32324
500.83	33.26263	7.40884
500.84	29.30475	7.7154
500.85	25.53616	8.37043
500.86	22.07869	9.59822
500.87	20.49311	9.62859
500.88	21.25253	8.15885
500.89	22.06121	6.67226
500.9	22.9173	5.16945
500.91	22.79782	5.54404
500.92	21.95775	7.30534
500.93	25.63125	6.46782
500.94	31.83484	4.17353
500.95	30.82569	5.33733
500.96	26.81921	7.93818
500.97	26.56736	8.68067
500.98	27.42397	8.87454
500.99	22.60964	8.10787
501	16.69659	7.1551
501.01	20.37182	8.33228
501.02	25.0731	9.73739
501.03	24.1856	10.32901
501.04	23.16103	10.76321
501.05	23.30629	7.53217
501.06	23.3998	4.73672
501.07	23.02861	5.85129
501.08	23.01371	6.91236
501.09	24.79052	7.70436
501.1	25.31826	7.87534
501.11	21.6995	5.9848
501.12	18.29196	4.75692
501.13	15.38403	5.09657
501.14	15.1954	6.86019
501.15	19.78346	11.12515
501.16	21.84546	11.54211
501.17	20.53703	6.8248
501.18	21.7108	7.03974
501.19	25.42675	12.30606
501.2	26.87291	11.26156
501.21	26.53327	5.25184
501.22	25.29496	5.04073
501.23	23.51815	8.30433
501.24	23.96234	8.45325
501.25	25.40002	7.20891
501.26	26.67891	6.11164
501.27	27.9067	5.06168
501.28	26.88981	10.83886
501.29	25.38751	18.0924
501.3	24.22944	13.59929
501.31	23.11486	7.62214
501.32	21.93818	7.35928
501.33	20.78625	7.40185
501.34	21.06128	8.80748
501.35	21.29517	9.98173
501.36	21.08477	8.65675
501.37	20.79671	7.75938
501.38	20.06985	9.27823
501.39	20.62368	10.12005
501.4	25.8259	8.50453
501.41	28.26168	7.72167
501.42	23.64104	9.06268
501.43	20.31083	9.99401
501.44	19.40614	10.1553
501.45	19.14844	9.86984
501.46	19.81067	8.94912
501.47	20.23343	8.72405
501.48	20.39524	9.25704
501.49	21.55038	8.28669
501.5	23.53759	6.05702
501.51	23.13083	4.93102
501.52	21.19221	4.51125
501.53	19.38453	6.83005
501.54	17.63978	10.46483
501.55	19.58241	9.15525
501.56	22.81344	6.11808
501.57	21.84784	7.25127
501.58	19.87665	9.38375
501.59	18.53998	7.11932
501.6	17.29616	4.21139
501.61	22.23428	8.01636
501.62	27.5481	12.24308
501.63	23.68741	10.32049
501.64	20.23158	8.446
501.65	22.2188	7.2182
501.66	23.61115	6.20181
501.67	21.18761	6.54145
501.68	20.08896	6.95873
501.69	24.27327	7.68559
501.7	26.2992	7.97397
501.71	22.37337	7.05325
501.72	20.17878	7.74578
501.73	21.47119	11.68764
501.74	21.33845	12.48356
501.75	19.04468	8.50913
501.76	18.98736	6.90617
501.77	21.52359	8.05331
501.78	23.36809	9.06353
501.79	24.59588	9.95168
501.8	22.53998	10.86901
501.81	18.24245	11.80627
501.82	19.81973	9.08661
501.83	24.42434	4.48252
501.84	23.09724	5.10609
501.85	19.52656	7.70694
501.86	22.20657	7.07406
501.87	26.53615	5.58778
501.88	24.90004	7.40993
501.89	22.26714	9.78486
501.9	21.66051	11.74253
501.91	21.22419	13.66512
501.92	22.06491	10.75082
501.93	22.69011	7.94667
501.94	19.24919	8.10796
501.95	16.78592	8.0919
501.96	21.53527	6.76744
501.97	25.09824	5.79253
501.98	23.43464	6.35758
501.99	22.4268	7.01992
502	23.37956	7.97321
502.01	24.64412	9.33524
502.02	26.58274	11.58094
502.03	25.83139	13.75872
502.04	20.72636	15.82658
502.05	17.34935	15.46517
502.06	16.10553	12.10489
502.07	15.56632	10.12068
502.08	15.69556	9.4419
502.09	18.59258	9.76401
502.1	23.50375	10.81449
502.11	23.11584	9.82409
502.12	19.80417	7.70763
502.13	19.86485	8.52781
502.14	21.30253	10.54708
502.15	18.61743	8.86984
502.16	14.74019	6.12372
502.17	16.65331	6.20427
502.18	19.65842	6.81791
502.19	22.03291	5.73236
502.2	24.34271	4.47252
502.21	22.92928	7.48598
502.22	21.469	10.42588
502.23	21.469	8.48726
502.24	21.48747	6.82888
502.25	21.66531	7.5883
502.26	22.6783	8.10123
502.27	27.78333	7.40643
502.28	30.38881	6.62812
502.29	24.86349	5.57816
502.3	21.90384	5.3784
502.31	24.90896	7.15521
502.32	25.72973	8.64222
502.33	22.77321	9.62807
502.34	20.87065	9.61556
502.35	20.35369	8.29058
502.36	19.49094	8.24401
502.37	18.27918	9.48782
502.38	19.87027	10.83182
502.39	23.6343	12.25347
502.4	25.20365	9.45875
502.41	25.47816	4.17641
502.42	24.76559	3.43805
502.43	23.61896	4.69789
502.44	21.36683	5.13519
502.45	18.76598	5.31303
502.46	19.20656	7.74546
502.47	20.28857	10.65339
502.48	20.91018	8.49189
502.49	21.47574	5.71321
502.5	19.84543	7.71218
502.51	18.26324	9.84636
502.52	22.98055	8.58652
502.53	26.76995	7.39803
502.54	20.98666	6.94568
502.55	16.4025	6.859
502.56	18.40574	8.78108
502.57	20.58633	10.56838
502.58	23.39707	11.87682
502.59	24.52116	12.24526
502.6	21.41937	10.25856
502.61	19.80853	9.31475
502.62	20.95568	10.30009
502.63	22.47966	11.44692
502.64	24.53149	12.81998
502.65	25.28242	11.88761
502.66	24.63621	8.47926
502.67	23.14043	8.78754
502.68	20.94333	12.16384
502.69	21.52106	12.24015
502.7	23.8474	10.23691
502.71	25.35087	10.38387
502.72	26.46545	11.54704
502.73	26.96675	8.88424
502.74	27.2578	4.90982
502.75	24.65541	6.44704
502.76	21.37578	9.27432
502.77	22.31349	11.45041
502.78	23.84836	13.5343
502.79	23.34462	14.62955
502.8	22.73922	15.65787
502.81	25.53393	15.91635
502.82	27.98845	16.13837
502.83	26.11445	15.89643
502.84	23.75493	14.9899
502.85	18.3754	9.94949
502.86	14.9547	7.26694
502.87	19.17107	13.77708
502.88	22.93865	17.6987
502.89	25.49143	14.61346
502.9	25.90925	12.05895
502.91	22.09663	10.55614
502.92	19.59905	10.95839
502.93	19.06554	14.20596
502.94	19.50475	14.03815
502.95	21.05565	9.96705
502.96	23.20011	7.28892
502.97	25.86609	5.83469
502.98	24.35878	7.18194
502.99	20.04522	10.41297
503	22.8285	10.69591
503.01	29.20991	9.48415
503.02	26.41435	8.68479
503.03	20.21077	8.03858
503.04	22.73883	8.58686
503.05	27.52076	9.44347
503.06	24.35133	8.93712
503.07	19.89251	8.20975
503.08	21.9118	9.12884
503.09	24.44803	10.17932
503.1	20.52743	8.69761
503.11	16.92003	7.34497
503.12	19.34356	8.46006
503.13	21.3438	9.18957
503.14	20.32589	7.16978
503.15	20.54528	5.90888
503.16	26.08663	7.91212
503.17	28.62928	9.47172
503.18	22.3771	9.73021
503.19	19.49449	10.21608
503.2	23.77548	11.18539
503.21	25.95756	11.2329
503.22	24.79439	9.81125
503.23	23.70422	9.73818
503.24	22.70286	11.30561
503.25	20.30715	12.15464
503.26	16.60775	12.33196
503.27	16.85995	13.47881
503.28	19.9452	15.32076
503.29	20.68559	14.95353
503.3	20.1526	13.38661
503.31	21.45296	12.7764
503.32	23.48876	12.54997
503.33	23.59796	10.27163
503.34	23.16164	7.41229
503.35	23.40807	9.79478
503.36	23.77977	13.13902
503.37	21.67957	10.39273
503.38	19.33668	7.04848
503.39	20.7481	11.58984
503.4	22.21843	15.95523
503.41	22.94528	11.90015
503.42	23.04865	8.51719
503.43	17.97568	10.71429
503.44	14.03555	12.21774
503.45	15.5058	10.40836
503.46	16.86804	8.66465
503.47	17.88595	7.1303
503.48	19.5972	7.97592
503.49	22.89285	14.26015
503.5	22.47012	17.8961
503.51	15.71701	17.02346
503.52	13.7078	14.34925
503.53	17.84352	9.34141
503.54	20.50542	7.25709
503.55	21.70116	8.08113
503.56	22.90599	7.70529
503.57	24.11776	6.41288
503.58	23.23434	5.41674
503.59	21.13391	4.5927
503.6	20.68047	7.03954
503.61	20.93896	10.90023
503.62	20.60512	10.97329
503.63	20.08816	9.87525
503.64	21.90261	10.5053
503.65	24.19638	11.49064
503.66	23.29497	10.14795
503.67	22.0191	8.53244
503.68	21.47233	6.68398
503.69	21.00691	4.89076
503.7	22.44459	5.48837
503.71	23.48694	6.1752
503.72	20.62761	7.74264
503.73	17.88538	8.84143
503.74	15.76892	7.4358
503.75	14.20072	6.14201
503.76	14.53985	5.23732
503.77	15.21038	5.89141
503.78	16.69666	10.38229
503.79	18.33194	11.7002
503.8	20.23851	7.24137
503.81	20.79424	4.9412
503.82	19.4858	5.61997
503.83	19.0875	6.03179
503.84	19.65254	6.16103
503.85	19.28255	6.86041
503.86	18.15195	8.02358
503.87	17.05101	8.25973
503.88	15.96849	7.92061
503.89	18.1287	5.88281
503.9	21.79605	3.05553
503.91	20.97812	3.91543
503.92	18.65178	6.01535
503.93	19.48138	9.3385
503.94	21.03227	12.94123
503.95	19.13	12.82069
503.96	16.75507	12.19051
503.97	19.34337	11.57597
503.98	22.20977	10.98427
503.99	24.21301	12.3899
504	25.95792	13.45439
504.01	24.58435	10.40068
504.02	22.85492	7.60884
504.03	18.97768	6.39759
504.04	16.17119	6.24356
504.05	17.44758	10.1208
504.06	18.69739	12.18707
504.07	19.87659	9.44043
504.08	20.61218	8.21653
504.09	20.48294	9.96129
504.1	19.39285	10.47052
504.11	16.88919	9.16208
504.12	16.37578	7.45856
504.13	18.10399	5.31005
504.14	19.67678	5.23921
504.15	21.11497	6.96742
504.16	22.49439	6.80078
504.17	23.83488	5.37913
504.18	24.5183	6.70613
504.19	24.87398	9.40417
504.2	20.47017	9.79351
504.21	14.33121	9.34116
504.22	14.21593	8.02446
504.23	15.62105	6.48959
504.24	21.38202	5.86243
504.25	27.82806	5.37804
504.26	22.88918	9.08386
504.27	17.08987	13.10636
504.28	19.50721	8.99249
504.29	21.7785	5.2763
504.3	21.21294	8.26488
504.31	22.79954	10.86885
504.32	39.22921	10.82025
504.33	54.58114	10.30271
504.34	65.40535	7.81507
504.35	75.78773	6.63976
504.36	84.89872	9.24061
504.37	91.81482	11.38686
504.38	94.14168	12.5826
504.39	96.69467	12.024
504.4	99.6026	8.71181
504.41	103.32591	7.18532
504.42	108.02667	7.79947
504.43	113.25745	9.75025
504.44	118.97664	12.93268
504.45	119.54493	13.29381
504.46	116.47519	11.66227
504.47	118.33304	10.25173
504.48	122.82443	8.95932
504.49	127.2691	8.06074
504.5	131.69536	7.31734
504.51	126.19269	11.15307
504.52	117.93779	16.2581
504.53	109.98384	14.0426
504.54	102.08358	10.52103
504.55	118.25845	11.71061
504.56	136.69187	13.34215
504.57	128.51435	10.76319
504.58	120.60967	8.20355
504.59	129.89901	7.8639
504.6	137.07699	7.72005
504.61	127.36787	9.14222
504.62	119.18365	10.78983
504.63	118.10112	13.48736
504.64	116.00833	15.44103
504.65	110.75803	15.06984
504.66	112.86267	14.66857
504.67	131.48943	14.19968
504.68	140.82595	14.34682
504.69	134.59032	15.52653
504.7	131.9386	15.08065
504.71	133.86119	12.55993
504.72	130.62003	10.16189
504.73	122.31602	7.88414
504.74	117.57929	8.50087
504.75	115.52746	11.2961
504.76	120.33107	10.82246
504.77	129.05486	8.47957
504.78	125.72602	9.61797
504.79	117.27674	12.23537
504.8	112.08877	11.08321
504.81	107.88895	8.78892
504.82	117.10707	11.4884
504.83	129.0133	15.18832
504.84	124.78859	12.8478
504.85	118.74631	9.82665
504.86	121.83385	11.88467
504.87	124.63403	14.0436
504.88	107.23505	13.39687
504.89	92.5135	13.02212
504.9	103.11129	15.21922
504.91	110.68952	16.73636
504.92	102.56334	14.71709
504.93	96.8309	12.74545
504.94	99.25443	10.93607
504.95	100.77044	9.82613
504.96	100.09166	10.40772
504.97	99.90485	11.18613
504.98	100.59966	12.31725
504.99	99.65128	12.85946
505	96.46885	12.60097
505.01	93.32588	12.20004
505.02	90.22409	11.65051
505.03	93.13936	12.5449
505.04	100.87781	14.59674
505.05	98.22744	14.01126
505.06	89.22863	11.81416
505.07	89.89875	13.61967
505.08	94.98776	17.25445
505.09	90.28517	14.15936
505.1	82.35285	8.84444
505.11	84.84233	8.39024
505.12	89.65683	9.02042
505.13	89.96193	11.06286
505.14	89.67088	13.29202
505.15	87.26466	12.59368
505.16	84.72994	11.72587
505.17	81.20837	10.06176
505.18	78.77035	8.7977
505.19	88.77052	12.12592
505.2	96.93381	14.87247
505.21	94.33244	14.21024
505.22	92.42788	13.20637
505.23	93.12268	10.92811
505.24	93.86675	9.21841
505.25	94.73939	8.9925
505.26	93.90681	10.02309
505.27	89.80314	13.46401
505.28	85.40945	14.128
505.29	80.59547	10.76773
505.3	80.55889	8.88509
505.31	85.82521	8.64264
505.32	86.36717	10.54465
505.33	82.87766	14.27662
505.34	82.24306	16.03346
505.35	83.47085	16.50183
505.36	85.55489	16.1358
505.37	88.05907	15.36036
505.38	82.92471	12.5385
505.39	75.05702	8.98436
505.4	72.98168	11.8964
505.41	72.33547	16.40382
505.42	77.31052	17.16822
505.43	83.1424	17.36208
505.44	76.11229	14.87218
505.45	68.16395	12.19068
505.46	70.14123	13.91449
505.47	71.57919	15.48506
505.48	65.06854	14.77423
505.49	59.10087	14.12024
505.5	56.7585	13.84573
505.51	56.87515	13.24836
505.52	67.08521	11.32577
505.53	72.33925	10.35812
505.54	63.59944	12.08685
505.55	58.80247	12.90649
505.56	62.11415	11.85653
505.57	63.17953	11.43465
505.58	60.77255	11.98367
505.59	58.98008	14.3028
505.6	57.91358	18.71303
505.61	60.02204	17.70504
505.62	65.01386	11.77649
505.63	66.4526	13.22144
505.64	65.41918	19.79672
505.65	61.96075	18.8127
505.66	57.2269	13.85294
505.67	54.93955	11.35086
505.68	53.59906	9.79996
505.69	51.97839	10.93048
505.7	50.28171	12.78845
505.71	52.93615	10.88744
505.72	56.34502	8.33467
505.73	60.89555	7.88775
505.74	65.54823	7.62926
505.75	64.35391	14.45735
505.76	63.22581	20.85106
505.77	65.27765	16.5375
505.78	66.51921	13.18433
505.79	61.51085	17.23889
505.8	57.00088	20.05494
505.81	54.75518	17.2442
505.82	53.8212	14.5646
505.83	56.90697	12.28685
505.84	59.19212	10.8247
505.85	59.70909	11.16382
505.86	58.56812	10.86299
505.87	54.69088	9.50596
505.88	53.66171	9.95215
505.89	56.21448	12.66622
505.9	57.96196	13.33457
505.91	58.93127	12.02613
505.92	55.57768	11.84925
505.93	49.01842	12.51149
505.94	50.0775	13.54584
505.95	55.42499	14.78965
505.96	58.04852	14.7231
505.97	59.53479	14.10946
505.98	57.6327	16.80925
505.99	54.72477	20.49263
506	57.79182	18.03882
506.01	62.02473	14.38749
506.02	60.45541	12.57321
506.03	58.25831	10.9577
506.04	57.46839	9.68647
506.05	56.70436	8.58365
506.06	55.34733	11.99252
506.07	53.74335	15.18165
506.08	49.89868	16.37687
506.09	47.53246	17.07928
506.1	52.65352	15.28592
506.11	54.89572	14.83332
506.12	47.52897	18.85583
506.13	43.9181	19.51961
506.14	49.23302	12.20145
506.15	50.97084	8.01618
506.16	46.3988	9.35718
506.17	43.33221	13.28772
506.18	42.28226	20.68704
506.19	41.60649	21.21175
506.2	41.31544	14.66853
506.21	40.99753	11.60972
506.22	40.6584	11.30316
506.23	40.28893	12.12594
506.24	39.90121	13.62824
506.25	40.31603	11.83117
506.26	41.09148	8.55154
506.27	43.4419	7.99414
506.28	46.30175	8.31724
506.29	45.67181	8.4943
506.3	44.28221	8.63957
506.31	45.45734	9.67337
506.32	46.95964	10.82051
506.33	41.5687	10.61353
506.34	35.99951	10.38267
506.35	39.39184	12.51515
506.36	42.31868	14.50958
506.37	40.15415	14.99397
506.38	38.64364	15.56047
506.39	40.85677	16.5944
506.4	42.24661	16.88842
506.41	40.63109	14.48143
506.42	39.33754	12.84983
506.43	38.86917	13.2055
506.44	39.31258	14.28264
506.45	41.47711	16.72168
506.46	43.34883	17.35742
506.47	44.80254	15.4188
506.48	45.73186	14.39835
506.49	46.08753	14.38232
506.5	42.8628	15.62996
506.51	36.62717	17.94028
506.52	37.72857	17.02446
506.53	43.54391	14.03588
506.54	43.59564	13.43329
506.55	40.86555	13.98231
506.56	39.70185	12.57086
506.57	39.08821	10.47094
506.58	37.99264	12.09361
506.59	36.78087	14.61382
506.6	37.90613	13.96634
506.61	39.37637	12.85125
506.62	35.4272	13.53811
506.63	31.1364	14.34166
506.64	35.46598	13.453
506.65	39.55294	12.80696
506.66	40.32838	15.47243
506.67	40.51759	16.92438
506.68	36.91486	10.52694
506.69	35.5429	6.34086
506.7	43.12005	11.02612
506.71	47.50992	15.23145
506.72	43.06712	18.10681
506.73	40.61234	19.72643
506.74	42.17926	18.80571
506.75	41.26126	16.75146
506.76	36.55998	12.97141
506.77	34.17289	12.88624
506.78	34.47997	17.10261
506.79	33.45713	18.9576
506.8	31.24401	18.69912
506.81	30.65073	16.14014
506.82	31.1677	12.00442
506.83	30.19426	10.82804
506.84	28.44951	11.18319
506.85	30.20495	10.67229
506.86	33.29071	9.83222
506.87	34.9973	10.05186
506.88	36.33779	10.5528
506.89	36.64161	8.84147
506.9	36.77085	6.75759
506.91	36.03689	10.31551
506.92	35.22939	14.35404
506.93	31.85399	13.19401
506.94	28.82192	12.25095
506.95	32.55389	16.41924
506.96	36.42163	19.33844
506.97	41.30023	12.95702
506.98	44.39507	8.00564
506.99	39.58109	9.39472
507	35.41646	11.27608
507.01	33.20333	14.63687
507.02	32.83405	15.98038
507.03	36.46883	12.94321
507.04	39.12507	10.73669
507.05	40.19105	9.88008
507.06	39.38153	11.13029
507.07	36.24769	14.9915
507.08	32.88189	17.85975
507.09	29.29519	19.78235
507.1	29.99362	19.8472
507.11	33.82278	18.55479
507.12	33.87803	14.9651
507.13	31.84222	10.10252
507.14	36.29047	11.86112
507.15	43.39874	16.33597
507.16	40.98248	16.58063
507.17	35.79681	15.59529
507.18	36.3944	13.33357
507.19	38.09056	10.82939
507.2	35.90815	15.62898
507.21	33.32332	21.18636
507.22	35.02362	17.51396
507.23	36.78763	13.73104
507.24	36.96546	14.05414
507.25	36.4717	14.55513
507.26	30.12286	16.60697
507.27	25.80509	17.63499
507.28	31.50773	13.61196
507.29	34.18397	10.63692
507.3	26.96248	11.08927
507.31	23.64959	10.87812
507.32	29.46545	9.11733
507.33	33.29183	9.15711
507.34	33.66353	12.32352
507.35	34.52972	15.43422
507.36	36.04857	18.47139
507.37	35.37659	17.68901
507.38	32.48469	13.03633
507.39	29.68378	13.27129
507.4	26.95369	17.31034
507.41	29.74209	16.93595
507.42	35.79989	13.94686
507.43	37.75712	13.27769
